date,Price,Price_pred
2019-08-03,99.9,98.80246
2019-08-04,96.4,103.9066
2019-08-06,90.6,83.30929
2019-08-07,90.3,92.83412
2019-08-08,92.7,79.941124
2019-08-09,101.5,80.80598
2019-08-10,93.8,62.700684
2019-08-11,134.6,46.681713
2019-08-13,108.4,32.35357
2019-08-14,90.8,72.69241
2019-08-15,102.0,51.822212
2019-08-18,100.9,49.39055
2019-08-20,105.0,48.83717
2019-08-21,98.0,71.18177
2019-08-22,84.6,84.73575
2019-08-23,83.2,90.66487
2019-08-24,105.5,79.3876
2019-08-25,85.5,65.14384
2019-08-27,98.0,86.29169
2019-08-28,117.6,91.16004
2019-08-29,121.8,97.38665
2019-08-30,154.0,98.27221
2019-08-31,146.6,111.25558
2019-09-01,94.7,115.00101
2019-09-03,106.0,105.18109
2019-09-04,102.0,99.06878
2019-09-05,98.6,87.6787
2019-09-06,112.2,81.962524
2019-09-07,116.8,74.17054
2019-09-08,135.2,102.933716
2019-09-10,161.4,102.92021
2019-09-11,140.4,103.77316
2019-09-12,151.5,117.33092
2019-09-13,147.9,118.02156
2019-09-17,100.1,139.8056
2019-09-18,96.2,131.8335
2019-09-19,94.2,133.08441
2019-09-20,83.7,107.683426
2019-09-21,93.9,113.76349
2019-09-22,96.6,126.91878
2019-09-24,127.8,99.750374
2019-09-25,112.3,108.97842
2019-09-26,97.7,117.71825
2019-09-27,112.9,105.28102
2019-09-28,132.4,93.7592
2019-09-29,142.4,91.91952
2019-10-01,140.8,84.17766
2019-10-02,149.7,92.66235
2019-10-03,108.9,94.84303
2019-10-04,142.1,85.25454
2019-10-05,156.0,89.16464
2019-10-06,177.6,100.340614
2019-10-08,134.9,136.01614
2019-10-09,139.5,113.27182
2019-10-10,146.0,107.68766
2019-10-11,167.2,115.27544
2019-10-12,171.4,132.53033
2019-10-13,179.5,134.21227
2019-10-15,148.3,147.78938
2019-10-16,142.1,151.21994
2019-10-18,159.5,147.69833
2019-10-19,141.8,153.14212
2019-10-20,146.7,130.32928
2019-10-22,129.0,143.25555
2019-10-23,135.4,131.93471
2019-10-24,138.6,133.01778
2019-10-25,149.2,121.58727
2019-10-26,146.1,127.076614
2019-10-27,162.89999999999998,128.94937
2019-10-29,135.4,133.02182
2019-10-30,130.3,128.15613
2019-10-31,121.2,113.62277
2019-11-01,117.4,101.61939
2019-11-02,150.3,97.76739
2019-11-03,128.2,109.73767
2019-11-05,146.0,109.01559
2019-11-06,141.9,118.9675
2019-11-07,118.7,112.071365
2019-11-08,130.4,117.86897
2019-11-09,145.6,116.44327
2019-11-10,129.8,121.64227
2019-11-12,124.6,121.65258
2019-11-13,135.1,111.8624
2019-11-15,120.9,107.43273
2019-11-16,112.9,97.46861
2019-11-17,103.5,92.748795
2019-11-19,93.5,96.55011
2019-11-20,86.2,76.56315
2019-11-21,83.2,73.3617
2019-11-22,75.4,79.66676
2019-11-23,78.1,80.76287
2019-11-24,84.7,80.22526
2019-11-26,78.8,83.829124
2019-11-27,73.1,74.868835
2019-11-28,70.9,72.71729
2019-11-29,75.1,77.84852
2019-11-30,82.1,81.8071
2019-12-01,71.7,81.95799
2019-12-03,71.4,77.66301
2019-12-04,70.4,67.78375
2019-12-05,66.2,67.617455
2019-12-06,68.0,64.51619
2019-12-07,67.6,71.92191
2019-12-08,74.5,77.87486
2019-12-10,69.7,77.538864
2019-12-11,61.8,74.89108
2019-12-12,64.5,71.88623
2019-12-13,63.8,69.84377
2019-12-14,66.5,66.22157
2019-12-15,58.7,63.200523
2019-12-17,63.3,63.820213
2019-12-18,61.3,65.18905
2019-12-19,63.1,60.479233
2019-12-20,66.5,61.47335
2019-12-21,69.3,60.209637
2019-12-22,65.9,68.382484
2019-12-24,75.8,67.63631
2019-12-25,75.3,65.54691
2019-12-26,78.0,66.58487
2019-12-27,70.2,71.25611
2019-12-28,81.8,68.14137
2019-12-29,82.7,75.172195
