date,Price,Price_pred
2019-08-14,35.5,50.659138
2019-08-15,39.7,44.009483
2019-08-18,33.1,47.790154
2019-08-20,31.6,40.325783
2019-08-21,29.7,39.456417
2019-08-22,32.3,34.73443
2019-08-23,27.5,34.098343
2019-08-24,31.0,33.929165
2019-08-25,32.5,32.08725
2019-08-27,36.0,29.571556
2019-08-28,40.3,39.739353
2019-08-29,38.7,37.85263
2019-08-30,38.9,41.40045
2019-08-31,41.1,45.91556
2019-09-01,49.1,42.310738
2019-09-03,48.1,43.854256
2019-09-04,48.3,45.639668
2019-09-05,44.4,50.458817
2019-09-06,39.9,48.111725
2019-09-07,35.3,37.195633
2019-09-08,37.5,46.627205
2019-09-10,37.9,39.215042
2019-09-11,32.7,39.282497
2019-09-12,34.7,36.601624
2019-09-13,33.1,36.46934
2019-09-14,32.3,35.400566
2019-09-17,32.9,35.077248
2019-09-18,30.6,33.305252
2019-09-19,28.8,32.50567
2019-09-20,28.1,31.513271
2019-09-21,24.1,31.77291
2019-09-22,20.2,33.930107
2019-09-24,23.6,27.536465
2019-09-25,24.1,24.101234
2019-09-26,25.2,22.878029
2019-09-27,26.4,22.657598
2019-09-28,25.6,23.916904
2019-09-29,19.9,21.07248
2019-10-01,21.8,22.152987
2019-10-02,24.7,19.246916
2019-10-03,23.4,26.117388
2019-10-04,23.7,26.711552
2019-10-05,24.0,26.17178
2019-10-06,23.4,28.190435
2019-10-08,24.5,28.380163
2019-10-09,23.7,28.967108
2019-10-10,23.9,28.878635
2019-10-11,26.2,25.281713
2019-10-12,31.6,27.78916
2019-10-13,30.0,31.733437
2019-10-15,28.3,29.297018
2019-10-16,28.2,28.949146
2019-10-18,27.2,27.667206
2019-10-19,24.9,27.598425
2019-10-20,22.7,27.66898
2019-10-22,25.2,23.873936
2019-10-23,23.6,21.744757
2019-10-24,24.0,23.176542
2019-10-25,24.5,25.68665
2019-10-26,26.4,26.09904
2019-10-27,26.4,26.675594
2019-10-29,23.5,25.512539
2019-10-30,22.3,23.571775
2019-10-31,22.2,20.477915
2019-11-01,23.4,15.410434
2019-11-02,21.8,17.388191
2019-11-03,20.6,19.139395
2019-11-05,18.7,20.543291
2019-11-06,19.6,18.457863
2019-11-07,19.8,18.095543
2019-11-08,22.1,20.52694
2019-11-09,24.1,26.479576
2019-11-10,24.5,25.744394
2019-11-12,23.2,25.526106
2019-11-13,24.4,25.539398
2019-11-15,22.5,30.0424
2019-11-16,22.3,26.4206
2019-11-17,21.6,25.068573
2019-11-19,21.0,26.285501
2019-11-20,21.6,21.519094
2019-11-21,22.3,20.257278
2019-11-22,23.0,20.583014
2019-11-23,27.8,22.024395
2019-11-24,30.0,23.78946
2019-11-26,28.8,26.351833
2019-11-27,31.7,25.927597
2019-11-28,28.8,27.552805
2019-11-29,28.4,25.404108
2019-11-30,28.1,28.667078
2019-12-01,28.4,27.276073
2019-12-03,26.6,30.093306
2019-12-04,24.3,28.80641
2019-12-05,24.4,26.05757
2019-12-06,28.3,26.420424
2019-12-07,28.9,21.850716
2019-12-08,35.5,24.51103
2019-12-10,29.7,24.238941
2019-12-11,28.9,24.4465
2019-12-12,32.5,25.614614
2019-12-13,33.8,26.346573
2019-12-14,31.8,29.72077
2019-12-15,30.4,30.916897
2019-12-17,29.7,33.128674
2019-12-18,28.5,32.643337
2019-12-19,27.6,33.28393
2019-12-20,27.7,33.153114
2019-12-21,26.9,26.15916
2019-12-22,28.9,30.649275
2019-12-24,34.2,30.34753
2019-12-25,38.0,33.441463
2019-12-26,32.7,33.185036
2019-12-27,30.4,30.287416
2019-12-28,32.5,29.152012
2019-12-29,33.5,28.668047
